TF	Gene
NR1H2	ACBD4
HIF1A	CNTFR
NR2F2	CNTFR
HNF4A	CNTFR
PPARA	CNTFR
HNF4G	CNTFR
IRF4	CNTFR
IRF5	CNTFR
IRF7	CNTFR
IRF3	CNTFR
IRF2	CNTFR
IRF6	CNTFR
RXRA	CNTFR
IRF8	CNTFR
NR2F1	CNTFR
SETD2	CNTFR
ATF2	CNTFR
IRF1	CNTFR
PPARG	CNTFR
STAT4	HIVEP2
GATA1	HIVEP2
STAT6	HIVEP2
STAT5A	HIVEP2
CEBPA	HIVEP2
FOXL1	HIVEP2
STAT3	HIVEP2
STAT2	HIVEP2
STAT1	HIVEP2
ONECUT2	HIVEP2
NKX6-1	HIVEP2
HOXA4	HIVEP2
ATF6	HIVEP2
TLX2	HIVEP2
OTX2	HIVEP2
ONECUT1	HIVEP2
NKX2-2	HIVEP2
NKX6-2	HIVEP2
CEBPB	HIVEP2
MEF2A	HIVEP2
LHX3	HIVEP2
NFIL3	HIVEP2
JUN	HIVEP2
PBX1	HIVEP2
OTX1	HIVEP2
HSF1	HIVEP2
SRY	HIVEP2
FOS	HIVEP2
PDX1	HIVEP2
HIC1	HIVEP2
TBP	HIVEP2
IRF1	HIVEP2
POU2F1	HIVEP2
HIF1A	C19ORF59
MYC	C19ORF59
AHR	C19ORF59
MAX	C19ORF59
ARNT	C19ORF59
SETD2	C19ORF59
ARNT2	C19ORF59
HNF1A	C1ORF43
AHR	C1ORF43
FOXF2	C1ORF43
NR1H3	TUBB4
RXRA	TUBB4
NR1H2	TUBB4
TAL1	CNO
TCF3	CNO
STAT4	EEF2K
STAT6	EEF2K
STAT5A	EEF2K
STAT3	EEF2K
STAT2	EEF2K
STAT5B	EEF2K
STAT1	EEF2K
USF2	EEF2K
USF1	EEF2K
TOPORS	EEF2K
USF1	AGTRAP
ARNT	AGTRAP
POU3F2	CNTN6
IRF7	TMEM223
NKX3-1	USP29
LHX3	USP29
E2F1	PFN1
BACH2	PFN1
CEBPG	PFN1
CEBPE	PFN1
STAT6	PFN1
STAT5A	PFN1
CEBPA	PFN1
DSP	PFN1
YY1	PFN1
STAT3	PFN1
STAT1	PFN1
REL	PFN1
KCNH6	PFN1
EP300	PFN1
ELK3	PFN1
ERG	PFN1
NR2F2	PFN1
ELK4	PFN1
TLX2	PFN1
SREBF2	PFN1
SRF	PFN1
SREBF1	PFN1
HNF4A	PFN1
ZNF219	PFN1
CD40	PFN1
NR1H3	PFN1
SPIB	PFN1
FLI1	PFN1
NFKB1	PFN1
FOSL2	PFN1
PAX5	PFN1
MYC	PFN1
CEBPB	PFN1
CEBPD	PFN1
GABPA	PFN1
EFNA2	PFN1
GABPB1	PFN1
GABPB2	PFN1
FOSL1	PFN1
JUNB	PFN1
ETV4	PFN1
NFE2L1	PFN1
JUN	PFN1
ELK1	PFN1
RXRA	PFN1
ETS2	PFN1
MAX	PFN1
ETS1	PFN1
NR1H4	PFN1
MZF1	PFN1
GATA2	PFN1
ELF2	PFN1
FOSB	PFN1
UBE4A	PFN1
FOS	PFN1
CUZD1	PFN1
NKX2-5	PFN1
CASR	PFN1
NR1H2	PFN1
ATM	PFN1
JUND	PFN1
APC	PFN1
GATA3	PFN1
ELF4	PFN1
TEAD1	PFN1
ERF	PFN1
VDR	PFN1
E2F3	PFN1
TFDP1	PFN1
SPI1	PFN1
E2F4	PFN1
ZNF589	HS3ST6
ESR1	CYP46A1
ZBTB6	ZNF691
POU1F1	ZNF691
NR2F2	CSRP1
NR5A2	CSRP1
PAX6	ZNF37A
POU2F1	ZNF37A
NR3C1	ZNF776
ESR1	ZNF776
STAT1	PTK6
CD40	PTK6
NFKB1	PTK6
EGR3	PDZD4
RFX1	PDZD4
RFXANK	PDZD4
RFXAP	PDZD4
RFX5	PDZD4
PAX6	SCYL1
BACH2	POLRMT
EGR1	POLRMT
NR2F2	POLRMT
HNF4A	POLRMT
HNF4G	POLRMT
FOSL1	POLRMT
JUNB	POLRMT
JUN	POLRMT
NR2F1	POLRMT
FOS	POLRMT
JUND	POLRMT
ZNF238	LIG1
ALX1	LIG1
IL6	C16ORF7
ZNF589	C16ORF7
STAT5A	C16ORF7
EGR2	C16ORF7
EGR1	C16ORF7
PAX5	C16ORF7
EGR3	C16ORF7
EGR4	C16ORF7
ZBTB6	C16ORF7
ESR1	C16ORF7
AR	C16ORF7
CD40	TRAF2
ELF2	TRAF2
FOS	TRAF2
GATA1	RTN4RL1
USF1	RTN4RL1
CLOCK	RTN4RL1
ARNTL2	RTN4RL1
TAL1	RTN4RL1
MAX	RTN4RL1
ARNTL	RTN4RL1
TCF3	RTN4RL1
TCF12	RTN4RL1
CUX1	RTN4RL1
TCF4	C20ORF197
RXRA	C20ORF197
TCF3	C20ORF197
VDR	C20ORF197
HERPUD1	DYDC2
RFX1	DYDC2
RFXANK	DYDC2
RFXAP	DYDC2
RFX5	DYDC2
TP53	TONSL
STAT1	TONSL
ZEB1	TONSL
FOXF1	FOXL2
FOXF2	FOXL2
FOXJ1	FOXL2
FOXD3	FOXL2
VSX2	DBX1
E2F1	MCM6
DSP	MCM6
RB1	MCM6
E2F5	MCM6
E2F7	MCM6
E2F2	MCM6
UBE4A	MCM6
E2F3	MCM6
TFDP1	MCM6
E2F4	MCM6
GATA1	HSPA8
CEBPA	HSPA8
CEBPB	HSPA8
CEBPD	HSPA8
HSF2	HSPA8
E2F1	TP73
NKX3-1	TP73
DSP	TP73
ELSPBP1	TP73
RB1	TP73
EGR2	TP73
EGR1	TP73
EGR3	TP73
MYOD1	TP73
E2F5	TP73
E2F7	TP73
E2F2	TP73
TCF3	TP73
UBE4A	TP73
ZEB1	TP73
E2F3	TP73
TFDP1	TP73
E2F4	TP73
EGR2	SH3BP4
EGR1	SH3BP4
EGR3	SH3BP4
EGR4	SH3BP4
PAX1	SRP54
HSF1	SRP54
HSF2	SRP54
BACH2	PER2
NRF1	PER2
MAF	PER2
MAFB	PER2
NFE2L3	PER2
MAFG	PER2
NFE2	PER2
GABPA	PER2
NFIL3	PER2
NFE2L1	PER2
BACH1	PER2
MAFK	PER2
ATF2	PER2
MAFF	PER2
TOPORS	SEPT12
SP1	CCDC110
SP4	CCDC110
SP3	CCDC110
RFX1	CCDC110
FOXF2	C3ORF17
PPARG	JAKMIP1
HNF4A	COMT
PGR	COMT
NR2F1	COMT
TCF3	COMT
BACH2	PLEKHG2
NRF1	PLEKHG2
WT1	PLEKHG2
STAT1	PLEKHG2
NR1I2	PLEKHG2
MAF	PLEKHG2
TBX5	PLEKHG2
USF2	PLEKHG2
MAFB	PLEKHG2
USF1	PLEKHG2
SRF	PLEKHG2
NFE2L3	PLEKHG2
FOSL2	PLEKHG2
SP3	PLEKHG2
MAFG	PLEKHG2
NFE2	PLEKHG2
CEBPD	PLEKHG2
GABPA	PLEKHG2
FOSL1	PLEKHG2
ATF4	PLEKHG2
JUNB	PLEKHG2
NFE2L1	PLEKHG2
BACH1	PLEKHG2
JUN	PLEKHG2
RXRA	PLEKHG2
MAFK	PLEKHG2
TFAP2C	PLEKHG2
MZF1	PLEKHG2
HES1	PLEKHG2
GATA2	PLEKHG2
FOSB	PLEKHG2
ZBTB7A	PLEKHG2
TFAP2A	PLEKHG2
FOS	PLEKHG2
CNTN2	PLEKHG2
NKX2-5	PLEKHG2
CASR	PLEKHG2
JUND	PLEKHG2
CREB1	PLEKHG2
ATF2	PLEKHG2
ZEB1	PLEKHG2
VDR	PLEKHG2
TFAP2B	PLEKHG2
RXRB	PLEKHG2
MAFF	PLEKHG2
POU2F1	PLEKHG2
MEIS1	UBA6
HOXA9	UBA6
RFX1	HPCAL4
TEAD1	HPCAL4
POU2F1	HPCAL4
YY1	C11ORF30
NKX2-1	C11ORF30
ATF6	C11ORF30
ELSPBP1	STRA13
TFF3	STRA13
ASCL1	STRA13
USF2	STRA13
USF1	STRA13
TCF4	STRA13
GCM1	STRA13
UBP1	STRA13
ZNF354C	STRA13
PAX2	STRA13
MYOD1	STRA13
NFYB	STRA13
MYOG	STRA13
NFYA	STRA13
ZIC2	STRA13
ARID5B	STRA13
MYF5	STRA13
HES1	STRA13
TCF3	STRA13
ZBTB7A	STRA13
PAX8	STRA13
TFAP4	STRA13
NR5A2	STRA13
TCF12	STRA13
MYF6	STRA13
VDR	STRA13
ALX1	ZNF107
NR5A1	TRIM47
MEF2A	TRIM47
ESRRA	TRIM47
RORA	TRIM47
PAX6	C3ORF31
CEBPG	FST
POU3F2	FST
NKX3-1	FST
CEBPA	FST
CEBPB	FST
FOXI1	FST
MEF2A	SLC15A4
PITX2	ADSL
POU2F1	ADSL
PBX1	GDAP1
NKX3-1	TRIP11
PAX3	GMPR2
ETS2	GMPR2
PAX1	EHD4
CDC5L	EHD4
PAX2	EHD4
RORA	EHD4
E4F1	EHD4
CUX1	EHD4
TBX5	RPL32
RXRA	RPL32
TEAD1	RPL32
PPARG	RPL32
POU3F2	MECP2
CEBPA	MECP2
PAX5	FBN3
SRF	CCBE1
CEBPG	GFM1
STAT4	GFM1
POU3F2	GFM1
STAT6	GFM1
STAT3	GFM1
STAT2	GFM1
STAT1	GFM1
AHR	FDXACB1
ARNT	FDXACB1
NFYA	DSCR3
PRDM1	DSCR3
RFX1	SEC61A2
HNF1A	CAMLG
HNF1B	CAMLG
RORA	CAMLG
MEF2A	PHF14
NF1	SLC43A1
ATF4	GK5
RREB1	RBM4
CDC5L	RBM4
CEBPD	RBM4
NFYB	RBM4
NFYA	RBM4
STAT1	CNDP2
IRF4	CNDP2
IRF5	CNDP2
IRF7	CNDP2
IRF3	CNDP2
IRF2	CNDP2
IRF8	CNDP2
SOX9	CNDP2
NR3C1	CNDP2
IRF9	CNDP2
ATF2	CNDP2
IRF1	CNDP2
BPTF	CNDP2
CD40	INCA1
NFKB1	INCA1
FKBP4	INCA1
RELA	INCA1
TEAD1	INCA1
TBX5	CALY
NFE2L1	CALY
HSF2	CALY
ZEB1	CALY
BPTF	CALY
RUNX3	MLF1IP
RUNX1	MLF1IP
RUNX2	MLF1IP
POU3F1	CD40
FOXA1	CDKN2AIP
FOXA2	CDKN2AIP
FOXA3	CDKN2AIP
FOXO1	CDKN2AIP
FOXM1	CDKN2AIP
HAND1	DALRD3
FOXC1	DALRD3
MXD1	DALRD3
ELSPBP1	DALRD3
TFF3	DALRD3
ASCL1	DALRD3
DEC1	DALRD3
USF2	DALRD3
USF1	DALRD3
LMO2	DALRD3
TLX2	DALRD3
BHLHE41	DALRD3
TCF4	DALRD3
MYC	DALRD3
CEBPD	DALRD3
CREM	DALRD3
ATF4	DALRD3
MYB	DALRD3
HAND2	DALRD3
MXI1	DALRD3
MYOD1	DALRD3
TAL2	DALRD3
ATF7	DALRD3
ATF3	DALRD3
TFEB	DALRD3
MAX	DALRD3
MYOG	DALRD3
ARID5B	DALRD3
MYF5	DALRD3
TCF3	DALRD3
ATF1	DALRD3
IL10	DALRD3
CREB1	DALRD3
ATF2	DALRD3
TCF12	DALRD3
PLAU	DALRD3
TFE3	DALRD3
MYF6	DALRD3
MYCN	DALRD3
NHLH1	DALRD3
EGR2	ECI2
FOXJ1	ATOH8
PBX1	C10ORF53
ONECUT2	LIMA1
CDC5L	LIMA1
SRF	LIMA1
ONECUT1	LIMA1
RORA	LIMA1
POU2F1	LIMA1
ALX4	WDR52
FOXF1	ZMPSTE24
FOXF2	ZMPSTE24
FOXJ1	ZMPSTE24
FOXD3	ZMPSTE24
IL6	TYROBP
NR1I2	TYROBP
NR2F2	TYROBP
NR1H3	TYROBP
RARA	TYROBP
RARB	TYROBP
RXRG	TYROBP
RXRA	TYROBP
HSF1	TYROBP
NR2F1	TYROBP
CASR	TYROBP
NR1H2	TYROBP
RARG	TYROBP
RXRB	TYROBP
PPARA	TSHZ2
RXRA	TSHZ2
PBX1	TSHZ2
SOX2	CCDC47
SOX15	CCDC47
USF1	CCDC47
SOX18	CCDC47
SOX21	CCDC47
MYC	CCDC47
SOX10	CCDC47
SOX11	CCDC47
MAX	CCDC47
SOX5	CCDC47
SOX9	CCDC47
SOX8	CCDC47
SOX12	CCDC47
SRY	CCDC47
SOX14	CCDC47
SOX3	CCDC47
SOX4	CCDC47
FOXC1	ACSS1
FOXO4	ACSS1
RUNX1	ACSS1
FOXF2	ACSS1
PPARG	ACSS1
BPTF	ACSS1
STAT4	C2CD2L
POU3F2	C2CD2L
POU3F1	C2CD2L
STAT6	C2CD2L
STAT5A	C2CD2L
GLI3	C2CD2L
STAT3	C2CD2L
STAT2	C2CD2L
STAT1	C2CD2L
KCNH6	C2CD2L
ELK3	C2CD2L
ERG	C2CD2L
ELK4	C2CD2L
ATF6	C2CD2L
HNF4A	C2CD2L
SPIB	C2CD2L
FLI1	C2CD2L
GFI1	C2CD2L
MYC	C2CD2L
GABPA	C2CD2L
EFNA2	C2CD2L
GABPB1	C2CD2L
GABPB2	C2CD2L
ETV4	C2CD2L
ELK1	C2CD2L
RFX1	C2CD2L
ETS2	C2CD2L
MAX	C2CD2L
ETS1	C2CD2L
RFXANK	C2CD2L
GFI1B	C2CD2L
ELF2	C2CD2L
RFXAP	C2CD2L
CUZD1	C2CD2L
ATM	C2CD2L
FOXF2	C2CD2L
GATA3	C2CD2L
GLI1	C2CD2L
ELF4	C2CD2L
ERF	C2CD2L
GLI2	C2CD2L
SPI1	C2CD2L
RFX5	C2CD2L
ALX4	FAM40B
FOXO4	AXL
FOXF2	AXL
FOXO1	AXL
POU2F1	PPP4R2
NR1H3	FAM9B
RXRA	FAM9B
NR1H2	FAM9B
STAT1	BATF
IRF4	BATF
NF1	BATF
IRF5	BATF
IRF7	BATF
IRF3	BATF
IRF2	BATF
IRF6	BATF
IRF8	BATF
RORA	BATF
GATA4	BATF
IRF1	BATF
FOXP3	C19ORF12
ATF2	CCDC99
CEBPG	SLC10A7
XBP1	SLC10A7
GTF2A2	NOC2L
GTF2A1	NOC2L
ZNF219	NOC2L
CD40	NOC2L
NFKB1	NOC2L
RELA	NOC2L
PAX6	NOC2L
GTF2A1L	NOC2L
TFAP2C	NOC2L
HES1	NOC2L
TFAP2A	NOC2L
PAX8	NOC2L
ZEB1	NOC2L
HIC1	NOC2L
GCM1	OSR1
GFI1	OSR1
CEBPD	OSR1
GFI1B	OSR1
IRF1	OSR1
STAT4	ATP10A
STAT6	ATP10A
STAT5A	ATP10A
STAT3	ATP10A
STAT2	ATP10A
STAT5B	ATP10A
STAT1	ATP10A
CD40	ATP10A
IRF8	ATP10A
GABPA	EIF5A2
GABPB1	EIF5A2
GABPB2	EIF5A2
CNTN2	DTX4
CREB1	DTX4
POU2F1	DTX4
HIF1A	B3GALT6
USF1	B3GALT6
CLOCK	B3GALT6
ARNTL2	B3GALT6
MYC	B3GALT6
AHR	B3GALT6
MAX	B3GALT6
ARNT	B3GALT6
ARNTL	B3GALT6
SETD2	B3GALT6
ARNT2	B3GALT6
STAT3	IRF7
IRF2	IRF7
VDR	IRF7
IRF1	IRF7
YY1	SCFD1
ATF6	SCFD1
PGR	SCFD1
POU1F1	SCFD1
RREB1	HEXDC
REST	HEXDC
STAT5A	ZBTB2
FOXO3B	ZBTB2
ZNF219	ZBTB2
TEAD2	ZBTB2
ALX1	ZBTB2
FOXO3	ZBTB2
GFI1	FNBP1L
GFI1B	FNBP1L
GCM1	DCTD
MEF2A	DCTD
PBX1	DCTD
HIF1A	MKLN1
HNF1A	MKLN1
ZNF238	MKLN1
SETD2	MKLN1
GATA1	NIPAL1
RFX1	DEPDC4
RFXANK	DEPDC4
AR	DEPDC4
RFXAP	DEPDC4
RFX5	DEPDC4
TBX5	SIRT3
SREBF1	LRSAM1
POU3F2	SNCAIP
E2F1	PCIF1
DSP	PCIF1
YY1	PCIF1
E2F7	PCIF1
UBE4A	PCIF1
E4F1	PCIF1
E2F3	PCIF1
TFDP1	PCIF1
E2F4	PCIF1
E2F1	MRPL37
DSP	MRPL37
RB1	MRPL37
FOXO4	MRPL37
E2F5	MRPL37
E2F2	MRPL37
E2F3	MRPL37
TFDP1	MRPL37
E2F4	MRPL37
POU1F1	TGFBRAP1
ESRRA	PPP6R3
CUX1	PPP6R3
NFIL3	MOCS3
HLF	MOCS3
ATF2	MOCS3
NR6A1	ARHGAP1
RUNX3	ARHGAP1
RUNX1	ARHGAP1
RUNX2	ARHGAP1
PAX5	GOLGA6L9
PDX1	FAM19A3
SMAD4	MYH10
CREB1	MYH10
E2F1	METRN
ELSPBP1	METRN
TFF3	METRN
EGR2	METRN
EGR1	METRN
NKX2-1	METRN
ASCL1	METRN
SP1	METRN
DEC1	METRN
USF2	METRN
SP2	METRN
LMO2	METRN
SREBF2	METRN
SREBF1	METRN
BHLHE41	METRN
TCF4	METRN
SP4	METRN
UBP1	METRN
RUNX3	METRN
RUNX1	METRN
SP3	METRN
MYC	METRN
RUNX2	METRN
GABPA	METRN
EGR3	METRN
MYOD1	METRN
ELK1	METRN
EGR4	METRN
AHR	METRN
MAX	METRN
ARNT	METRN
MYOG	METRN
ZIC2	METRN
ARID5B	METRN
MYF5	METRN
TCF3	METRN
ZBTB7A	METRN
TFAP2A	METRN
RORA	METRN
TFAP4	METRN
TCF12	METRN
HIC1	METRN
MYF6	METRN
TCF3	CACNA1S
CNTN2	CACNA1S
CREB1	CACNA1S
IRF1	CACNA1S
TBP	BPGM
POU1F1	BPGM
FOXO1	TALDO1
NHLH1	TALDO1
POU3F2	BFAR
CEBPB	BFAR
CREB1	BFAR
FOXO3B	ZNF395
NR3C1	ZNF395
TFAP2A	ZNF395
FOXF2	ZNF395
FOXO3	ZNF395
ATF2	ZNF395
TFAP2B	ZNF395
SOX9	NGFR
IL10	NGFR
AIRE	COMTD1
PAX6	COMTD1
NF1	MAGIX
CEBPB	MDM4
PITX2	MDM4
E2F1	SFMBT2
DSP	SFMBT2
ELSPBP1	SFMBT2
ONECUT2	SFMBT2
ONECUT1	SFMBT2
IRF7	SFMBT2
MYC	SFMBT2
MYOD1	SFMBT2
MAX	SFMBT2
E2F5	SFMBT2
HSF1	SFMBT2
HSF2	SFMBT2
E2F2	SFMBT2
TCF3	SFMBT2
E2F3	SFMBT2
E2F4	SFMBT2
STAT4	EML3
ZNF589	EML3
STAT6	EML3
STAT3	EML3
STAT2	EML3
STAT1	EML3
SP1	EML3
ELF2	EML3
RORA	GIPR
PITX2	GIPR
YY1	NACA
NFE2L1	SDR9C7
GABPA	PLAC8
FOXI1	NDC80
POU2F1	NDC80
FOXC1	NDRG1
CEBPA	NDRG1
IRF7	NDRG1
NFE2	NDRG1
CEBPB	NDRG1
FOXF2	NDRG1
FOXO1	NDRG1
PPARG	NDRG1
HERPUD1	RFC5
RFX1	RFC5
HNF1A	SPINK1
CD40	GFPT2
NFKB1	GFPT2
NFKB2	GFPT2
MEF2A	GFPT2
FKBP4	GFPT2
RELA	GFPT2
CUX1	GFPT2
FOXC1	KRTAP3-3
ZNF350	SARS2
NR3C1	SARS2
E2F1	HIST1H4B
STAT4	HIST1H4B
ATF5	HIST1H4B
POU3F1	HIST1H4B
DBP	HIST1H4B
STAT6	HIST1H4B
CEBPA	HIST1H4B
GATA6	HIST1H4B
FOXL1	HIST1H4B
NKX6-1	HIST1H4B
HOXA4	HIST1H4B
ATF6	HIST1H4B
OTX2	HIST1H4B
NKX6-2	HIST1H4B
MEF2A	HIST1H4B
PAX2	HIST1H4B
CREM	HIST1H4B
ATF4	HIST1H4B
JUN	HIST1H4B
ATF7	HIST1H4B
NFYB	HIST1H4B
ATF3	HIST1H4B
PBX1	HIST1H4B
IRF8	HIST1H4B
OTX1	HIST1H4B
NFYA	HIST1H4B
CDX1	HIST1H4B
CDX2	HIST1H4B
SRY	HIST1H4B
ATF1	HIST1H4B
PDX1	HIST1H4B
APC	HIST1H4B
CREB1	HIST1H4B
ATF2	HIST1H4B
FOXJ2	HIST1H4B
PLAU	HIST1H4B
TBP	HIST1H4B
IRF1	HIST1H4B
HMGA2	HIST1H4B
POU2F1	HIST1H4B
GLI3	IL12RB1
HOXC6	IL12RB1
PBX3	IL12RB1
PKNOX1	IL12RB1
PBX1	IL12RB1
HOXB1	IL12RB1
PDX1	IL12RB1
GLI1	IL12RB1
GLI2	IL12RB1
PBX2	IL12RB1
HOXB7	IL12RB1
HOXB8	IL12RB1
LHX3	SAMHD1
STAT6	EHBP1L1
YY1	EHBP1L1
STAT3	EHBP1L1
REL	EHBP1L1
ZNF350	EHBP1L1
HERPUD1	EHBP1L1
SP1	EHBP1L1
NR2F2	EHBP1L1
ELK4	EHBP1L1
SP2	EHBP1L1
LMO2	EHBP1L1
HNF4A	EHBP1L1
HNF4G	EHBP1L1
SPIB	EHBP1L1
SP4	EHBP1L1
FLI1	EHBP1L1
FOSL2	EHBP1L1
SP3	EHBP1L1
RUNX2	EHBP1L1
CREM	EHBP1L1
FOSL1	EHBP1L1
ATF4	EHBP1L1
JUNB	EHBP1L1
MYB	EHBP1L1
JUN	EHBP1L1
ATF7	EHBP1L1
RFX1	EHBP1L1
ETS2	EHBP1L1
ATF3	EHBP1L1
ETS1	EHBP1L1
RFXANK	EHBP1L1
HSF1	EHBP1L1
HSF2	EHBP1L1
ELF2	EHBP1L1
RFXAP	EHBP1L1
NR2F1	EHBP1L1
FOSB	EHBP1L1
FOS	EHBP1L1
ATF1	EHBP1L1
CUZD1	EHBP1L1
RFX2	EHBP1L1
JUND	EHBP1L1
RFX3	EHBP1L1
CREB1	EHBP1L1
ATF2	EHBP1L1
TCF12	EHBP1L1
PLAU	EHBP1L1
ERF	EHBP1L1
SPI1	EHBP1L1
RFX5	EHBP1L1
RFX4	EHBP1L1
ETS2	EIF3K
E2F1	BTF3L4
FOXD1	BTF3L4
LMO2	BTF3L4
CEBPB	BTF3L4
NKX2-5	BTF3L4
FOXJ1	BTF3L4
APC	BTF3L4
TFDP1	BTF3L4
E2F4	BTF3L4
E2F1	MLST8
HIF1A	MLST8
NRF1	MLST8
DSP	MLST8
ELSPBP1	MLST8
WT1	MLST8
NR1I2	MLST8
EGR2	MLST8
EGR1	MLST8
SP1	MLST8
NR2F2	MLST8
USF2	MLST8
SP2	MLST8
LMO2	MLST8
HNF4A	MLST8
PPARA	MLST8
HNF4G	MLST8
SP4	MLST8
SP3	MLST8
MYC	MLST8
EGR3	MLST8
PAX2	MLST8
TEAD2	MLST8
RXRA	MLST8
NFYB	MLST8
AHR	MLST8
MAX	MLST8
ARNT	MLST8
NFYA	MLST8
TFAP2C	MLST8
HES1	MLST8
NR2F1	MLST8
TFAP2A	MLST8
UBE4A	MLST8
CASR	MLST8
SETD2	MLST8
PAX8	MLST8
VDR	MLST8
E2F3	MLST8
TFAP2B	MLST8
RXRB	MLST8
TFDP1	MLST8
PPARG	MLST8
ARNT2	MLST8
CUX1	MLST8
E2F4	MLST8
GLI3	KIAA1467
CEBPB	KIAA1467
TCF3	KIAA1467
GLI1	KIAA1467
GLI2	KIAA1467
LHX3	UBN2
HLF	UBN2
MEF2A	LCOR
POU2F1	LCOR
REST	C19ORF39
NFYB	C19ORF39
NFYA	C19ORF39
FOXJ1	AURKC
ETS2	NME2
MAX	NME2
ELK4	TAF13
GFI1	TAF13
RXRA	TAF13
NR1H4	TAF13
GFI1B	TAF13
PAX5	YEATS4
POU2F1	YEATS4
PAX5	THTPA
E2F1	ZBTB7A
PATZ1	ZBTB7A
DSP	ZBTB7A
ELSPBP1	ZBTB7A
WT1	ZBTB7A
EGR2	ZBTB7A
EGR1	ZBTB7A
RREB1	ZBTB7A
SP1	ZBTB7A
SP2	ZBTB7A
NR5A1	ZBTB7A
CD40	ZBTB7A
SP4	ZBTB7A
NFKB1	ZBTB7A
SP3	ZBTB7A
EGR3	ZBTB7A
ESRRA	ZBTB7A
TEAD2	ZBTB7A
JUN	ZBTB7A
MYOD1	ZBTB7A
MAZ	ZBTB7A
ZIC2	ZBTB7A
TFAP2C	ZBTB7A
MZF1	ZBTB7A
ZBTB7A	ZBTB7A
TFAP2A	ZBTB7A
UBE4A	ZBTB7A
FOS	ZBTB7A
PAX8	ZBTB7A
TFAP4	ZBTB7A
FOXJ2	ZBTB7A
HIC1	ZBTB7A
VDR	ZBTB7A
E2F3	ZBTB7A
TFAP2B	ZBTB7A
TFDP1	ZBTB7A
E2F4	ZBTB7A
MYC	FKBP11
MAX	FKBP11
RORA	FKBP11
CD40	QTRTD1
NFKB1	QTRTD1
FKBP4	QTRTD1
NR3C1	QTRTD1
CD40	CAT
NFYB	CAT
NR3C1	CAT
NFYA	CAT
AR	CAT
HNF1A	CLCN5
TCF3	GPR98
EGR3	CLIP2
RUNX3	COPS6
RUNX1	COPS6
RUNX2	COPS6
E2F1	ARRDC5
DSP	ARRDC5
STAT1	ARRDC5
TAL1	ARRDC5
E2F5	ARRDC5
E2F2	ARRDC5
TCF3	ARRDC5
UBE4A	ARRDC5
APC	ARRDC5
E2F3	ARRDC5
TFDP1	ARRDC5
E2F4	ARRDC5
MYC	CTBP1
MAX	CTBP1
TFAP2C	CTBP1
TFAP2A	CTBP1
IL10	CTBP1
TFAP2B	CTBP1
GATA1	HSPB6
MEF2A	MYOM1
TLX1	SALL1
NFIC	SALL1
TFAP2A	SALL1
AHR	ZNF250
ARNT	ZNF250
CEBPB	BRWD1
PBX1	BRWD1
NHLH1	BRWD1
MEIS1	ZNF512B
ELSPBP1	ZNF512B
EGR2	ZNF512B
EGR1	ZNF512B
PPARA	ZNF512B
PAX5	ZNF512B
ESR2	ZNF512B
HOXA9	ZNF512B
EGR3	ZNF512B
BACH1	ZNF512B
MYOD1	ZNF512B
EGR4	ZNF512B
RXRA	ZNF512B
PAX6	ZNF512B
ESR1	ZNF512B
TCF3	ZNF512B
PPARG	ZNF512B
TOPORS	THYN1
ESR1	THYN1
GLI3	SMARCB1
GLI1	SMARCB1
GLI2	SMARCB1
IRF1	MAT1A
POU3F2	SLC4A9
RORA	SLC4A9
STAT4	HELB
STAT6	HELB
STAT5A	HELB
STAT3	HELB
STAT2	HELB
STAT5B	HELB
STAT1	HELB
USF2	ARFGEF2
USF1	ARFGEF2
SREBF1	ARFGEF2
MAX	ARFGEF2
NRF1	NUDCD2
NKX2-1	NUDCD2
SOX9	NUDCD2
CUX1	NUDCD2
HIC1	YAF2
NKX3-1	INTS12
AHR	INTS12
ARNT	INTS12
RXRA	DOK5
NR1H2	DOK5
PPARG	DOK5
CUX1	ALX4
RORA	STMN4
GATA1	EFNA5
TFAP2A	EFNA5
TFAP2B	EFNA5
TEAD1	ACTR2
CUX1	FAM133A
CUX1	FCER2
RORA	ZDHHC21
ALX1	METTL19
ZBTB6	METTL19
HSF1	METTL19
ELSPBP1	MAF1
TFF3	MAF1
ASCL1	MAF1
DEC1	MAF1
BHLHE41	MAF1
TCF4	MAF1
NFKB1	MAF1
ESR2	MAF1
MYB	MAF1
MYOD1	MAF1
RFX1	MAF1
MYOG	MAF1
ARID5B	MAF1
RFXANK	MAF1
ESR1	MAF1
MYF5	MAF1
RFXAP	MAF1
TCF3	MAF1
RFX2	MAF1
RFX3	MAF1
TFAP4	MAF1
TCF12	MAF1
ZEB1	MAF1
MYF6	MAF1
RFX5	MAF1
RFX4	MAF1
PPARA	ANAPC2
RXRA	ANAPC2
NR3C1	ANAPC2
TFAP4	ANAPC2
TCF12	ANAPC2
VSX2	ZC3H4
YY1	ZC3H4
ATF2	ZC3H4
NFATC2	WSB2
NFATC4	WSB2
NFATC1	WSB2
NFATC3	WSB2
POU1F1	WSB2
BACH2	SLCO3A1
NRF1	SLCO3A1
MAF	SLCO3A1
MAFB	SLCO3A1
NFE2L3	SLCO3A1
MAFG	SLCO3A1
NFE2	SLCO3A1
GABPA	SLCO3A1
NFE2L1	SLCO3A1
BACH1	SLCO3A1
MAFK	SLCO3A1
TCF3	SLCO3A1
MAFF	SLCO3A1
